"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","Yamaha R3"
"Racer","John Robinson"
"Championship","WERA Endurance"
"Comment",""
"Date","Sunday, August 13, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","1016"
"Segment","Session"
"Beacon Markers","1.859","142.238","279.237","415.85","551.542","686.894","821.251","1016"
"Segment Times","0:01.859","2:20.379","2:16.999","2:16.613","2:15.692","2:15.352","2:14.357","3:14.746"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","m"

"369.100","116.0480","18","-0.0619","0.1252","2.2418","32.4782","-1.0864","338.6180","1040.0000","0.6120","1700.1525","40.85056894","-80.35261598","0.0000","11457.7910"
"369.150","116.3451","18","0.0010","0.1198","2.2068","32.5096","0.0173","338.6516","1040.0000","0.6163","10000.0000","40.85058123","-80.35260568","0.0000","11459.4043"
"369.200","116.5813","18","0.0599","0.1212","2.1708","32.5558","1.0431","338.6829","1040.0000","0.6343","1778.7518","40.85059355","-80.35259532","0.0000","11461.0225"
"369.250","116.7968","18","0.1082","0.1191","2.1370","32.6353","1.8843","338.7148","1040.0000","0.6480","986.5110","40.85060584","-80.35258491","0.0000","11462.6416"
"369.300","116.9467","18","0.1232","0.1061","2.1103","32.8204","2.1409","338.7491","1040.0000","0.6480","869.3864","40.85061808","-80.35257433","0.0000","11464.2656"
"369.350","117.0683","18","0.1438","0.0939","2.0860","32.9763","2.4932","338.7849","1040.0000","0.6480","747.2994","40.85063031","-80.35256377","0.0000","11465.8906"
"369.400","117.1003","18","0.1818","0.0846","2.0694","33.0401","3.1488","338.8255","1040.0000","0.6480","591.8774","40.85064255","-80.35255326","0.0000","11467.5166"
"369.450","117.1600","18","0.2167","0.0754","2.0441","33.1625","3.7480","338.8578","1040.0000","0.6480","497.5087","40.85065476","-80.35254267","0.0000","11469.1426"
"369.500","117.3073","18","0.2413","0.0662","1.9916","33.4706","4.1686","338.8637","1040.0000","0.6480","447.8690","40.85066686","-80.35253182","0.0000","11470.7715"
"369.550","117.4552","18","0.2644","0.0601","1.9429","33.7734","4.5623","338.8709","1041.2000","0.6523","409.7436","40.85067896","-80.35252094","0.0000","11472.4014"
"369.600","117.6050","18","0.2825","0.0634","1.9064","34.0591","4.8703","338.8821","1046.2000","0.6703","384.3158","40.85069107","-80.35250992","0.0000","11474.0342"
"369.650","117.7381","18","0.3032","0.0671","1.8737","34.3271","5.2225","338.8979","1050.0000","0.6840","358.8079","40.85070318","-80.35249886","0.0000","11475.6680"
"369.700","117.8181","18","0.3321","0.0719","1.8530","34.5390","5.7142","338.9287","1050.0000","0.6840","328.1551","40.85071526","-80.35248770","0.0000","11477.3047"
"369.750","117.9450","18","0.3583","0.0751","1.8268","34.7898","6.1602","338.9552","1050.0000","0.6797","304.7238","40.85072732","-80.35247647","0.0000","11478.9414"
"369.800","118.2199","18","0.3763","0.0732","1.7832","35.1635","6.4615","338.9680","1050.0000","0.6617","291.1926","40.85073930","-80.35246506","0.0000","11480.5830"
"369.850","118.4243","18","0.3975","0.0696","1.7380","35.5496","6.8177","338.9769","1050.0000","0.6480","276.4550","40.85075121","-80.35245357","0.0000","11482.2246"
"369.900","118.4057","18","0.4289","0.0604","1.6874","35.9753","7.3479","338.9737","1050.0000","0.6480","256.4653","40.85076291","-80.35244187","0.0000","11483.8691"
"369.950","118.3497","18","0.4590","0.0482","1.6415","36.3900","7.8573","338.9745","1050.0000","0.6480","239.7268","40.85077456","-80.35243014","0.0000","11485.5137"
"370.000","118.1750","18","0.4853","0.0264","1.6106","36.7702","8.3004","338.9881","1050.0000","0.6480","226.5933","40.85078612","-80.35241830","0.0000","11487.1553"
"370.050","118.1120","18","0.5185","0.0056","1.5793","37.1752","8.8627","339.0035","1050.0000","0.6480","212.1032","40.85079767","-80.35240638","0.0000","11488.7979"
"370.100","118.4025","18","0.5735","-0.0124","1.5466","37.6589","9.8024","339.0246","1050.0000","0.6480","192.2412","40.85080917","-80.35239421","0.0000","11490.4414"
"370.150","118.5479","18","0.6217","-0.0321","1.5156","38.1881","10.6264","339.0431","1051.2000","0.6480","177.5533","40.85082058","-80.35238195","0.0000","11492.0850"
"370.200","118.2338","18","0.6481","-0.0574","1.4895","38.8609","11.0836","339.0530","1056.2000","0.6480","169.7777","40.85083169","-80.35236946","0.0000","11493.7275"
"370.250","117.9507","18","0.6675","-0.0813","1.4621","39.5176","11.4231","339.0607","1059.9999","0.6523","164.3375","40.85084275","-80.35235689","0.0000","11495.3691"
"370.300","117.7660","18","0.6648","-0.1004","1.4306","40.1227","11.3898","339.0612","1059.9999","0.6703","164.5600","40.85085364","-80.35234411","0.0000","11497.0059"
"370.350","117.5427","18","0.6634","-0.1143","1.3925","40.7035","11.3816","339.0556","1059.9999","0.6797","164.3669","40.85086446","-80.35233132","0.0000","11498.6396"
"370.400","117.1974","18","0.6663","-0.1118","1.3333","41.2070","11.4527","339.0305","1059.9999","0.6617","162.8655","40.85087507","-80.35231848","0.0000","11500.2686"
"370.450","116.8919","18","0.6708","-0.1112","1.2679","41.7239","11.5513","338.9980","1059.9999","0.6653","161.0544","40.85088563","-80.35230558","0.0000","11501.8965"
"370.500","116.7123","18","0.6804","-0.1167","1.1834","42.2830","11.7368","338.9419","1059.9999","0.7373","158.2661","40.85089600","-80.35229249","0.0000","11503.5176"
"370.550","116.5650","18","0.6897","-0.1191","1.0930","42.8336","11.9185","338.8799","1059.9999","0.8093","155.6568","40.85090634","-80.35227933","0.0000","11505.1387"
"370.600","116.5200","18","0.6982","-0.1116","0.9838","43.3572","12.0883","338.7993","1059.9999","0.8813","153.4113","40.85091655","-80.35226599","0.0000","11506.7568"
"370.650","116.4479","18","0.7117","-0.0964","0.8747","43.9486","12.3448","338.7162","1059.9999","0.9533","150.1306","40.85092665","-80.35225255","0.0000","11508.3750"
"370.700","116.2899","18","0.7411","-0.0568","0.7659","44.7547","12.8759","338.6255","1059.9999","1.0253","143.7426","40.85093641","-80.35223884","0.0000","11509.9902"
"370.750","116.1794","18","0.7758","-0.0251","0.6584","45.5687","13.4989","338.5330","1059.9999","1.0800","136.9778","40.85094609","-80.35222501","0.0000","11511.6055"
"370.800","116.2198","18","0.8279","-0.0186","0.5548","46.4077","14.4131","338.4352","1059.9999","1.0800","128.3341","40.85095554","-80.35221085","0.0000","11513.2197"
"370.850","116.2158","18","0.8706","-0.0070","0.4513","47.1990","15.1627","338.3375","1059.9999","1.0800","121.9860","40.85096493","-80.35219664","0.0000","11514.8330"
"370.900","116.0711","18","0.8834","0.0201","0.3484","47.8394","15.3907","338.2403","1059.9999","1.0800","120.0293","40.85097414","-80.35218227","0.0000","11516.4463"
"370.950","116.0007","18","0.8904","0.0429","0.2400","48.5212","15.5164","338.1388","1059.9999","1.0843","118.9843","40.85098327","-80.35216781","0.0000","11518.0586"
"371.000","116.1659","18","0.8794","0.0522","0.1145","49.3336","15.3184","338.0236","1059.9999","1.1023","120.6941","40.85099214","-80.35215304","0.0000","11519.6719"
"371.050","116.3497","18","0.8721","0.0646","-0.0076","50.1224","15.1821","337.9071","1061.2000","1.1203","121.9704","40.85100097","-80.35213819","0.0000","11521.2861"
"371.100","116.5926","18","0.8761","0.0870","-0.1191","50.8364","15.2412","337.7863","1066.2000","1.1383","121.7509","40.85100965","-80.35212309","0.0000","11522.9043"
"371.150","116.8408","18","0.8803","0.1096","-0.2354","51.5457","15.3002","337.6585","1070.0001","1.1606","121.5395","40.85101828","-80.35210787","0.0000","11524.5244"
"371.200","117.1057","18","0.8849","0.1325","-0.3670","52.2394","15.3589","337.5081","1070.0001","1.1966","121.3498","40.85102677","-80.35209233","0.0000","11526.1504"
"371.250","117.3254","18","0.8968","0.1527","-0.5061","52.9972","15.5416","337.3459","1070.0001","1.2370","120.1477","40.85103511","-80.35207673","0.0000","11527.7773"
"371.300","117.4020","18","0.9320","0.1638","-0.6692","53.9574","16.1175","337.1461","1070.0001","1.2910","115.9306","40.85104298","-80.35206096","0.0000","11529.4072"
"371.350","117.5950","18","0.9616","0.1741","-0.8163","54.9179","16.5948","336.9640","1070.0001","1.3320","112.7810","40.85105079","-80.35204502","0.0000","11531.0400"
"371.400","118.1561","18","0.9735","0.1819","-0.9127","55.8794","16.7602","336.8375","1070.0001","1.3320","112.2013","40.85105844","-80.35202855","0.0000","11532.6787"
"371.450","118.6132","18","0.9804","0.1847","-0.9976","56.7612","16.8399","336.7194","1070.0001","1.3320","112.1024","40.85106608","-80.35201202","0.0000","11534.3203"
"371.500","118.7410","18","0.9717","0.1716","-1.0465","57.3909","16.6483","336.6278","1070.0001","1.3320","113.5145","40.85107370","-80.35199531","0.0000","11535.9688"
"371.550","118.8956","18","0.9707","0.1638","-1.0975","58.0774","16.5893","336.5358","1070.0001","1.3320","114.0661","40.85108119","-80.35197850","0.0000","11537.6182"
"371.600","119.1347","18","0.9940","0.1731","-1.1548","58.9437","16.9504","336.4422","1070.0001","1.3320","111.8612","40.85108829","-80.35196138","0.0000","11539.2725"
"371.650","119.3961","18","1.0161","0.1815","-1.2137","59.8025","17.2884","336.3459","1070.0001","1.3320","109.9147","40.85109529","-80.35194419","0.0000","11540.9277"
"371.700","119.7277","18","1.0342","0.1871","-1.2775","60.6373","17.5536","336.2412","1070.0001","1.3320","108.5548","40.85110200","-80.35192674","0.0000","11542.5898"
"371.750","120.0810","18","1.0559","0.1933","-1.3407","61.5268","17.8789","336.1348","1070.0001","1.3190","106.8939","40.85110858","-80.35190916","0.0000","11544.2549"
"371.800","120.5034","18","1.0892","0.2009","-1.4021","62.5899","18.3948","336.0229","1070.0001","1.2650","104.2619","40.85111475","-80.35189113","0.0000","11545.9268"
"371.850","120.9027","18","1.1264","0.2100","-1.4658","63.6555","18.9734","335.9062","1070.0001","1.2154","101.4172","40.85112080","-80.35187300","0.0000","11547.6016"
"371.900","121.2290","18","1.1758","0.2241","-1.5368","64.7293","19.7508","335.7740","1070.0001","1.1794","97.6880","40.85112647","-80.35185459","0.0000","11549.2842"
"371.950","121.5980","18","1.2150","0.2428","-1.6061","65.7763","20.3543","335.6409","1070.0001","1.1434","95.0803","40.85113206","-80.35183608","0.0000","11550.9688"
"372.000","122.1027","18","1.2219","0.2762","-1.6700","66.7385","20.4068","335.5047","1070.0001","1.1074","95.2292","40.85113741","-80.35181729","0.0000","11552.6631"
"372.050","122.5732","17","1.2160","0.2964","-1.7286","67.6873","20.2430","335.3754","1070.0001","1.0670","96.3696","40.85114266","-80.35179841","0.0000","11554.3604"
"372.100","122.9356","17","1.1696","0.2750","-1.7705","68.5939","19.3943","335.2681","1070.0001","1.0130","100.8842","40.85114760","-80.35177924","0.0000","11556.0674"
"372.150","123.3230","17","1.1268","0.2551","-1.8159","69.4705","18.6103","335.1559","1071.2000","0.9677","105.4658","40.85115247","-80.35176001","0.0000","11557.7764"
"372.200","123.7894","17","1.0955","0.2399","-1.8730","70.2519","18.0309","335.0287","1076.2000","0.9497","109.2662","40.85115709","-80.35174062","0.0000","11559.4941"
"372.250","124.2116","17","1.0601","0.2215","-1.9366","71.0856","17.3909","334.8918","1080.0000","0.9360","113.6738","40.85116157","-80.35172119","0.0000","11561.2139"
"372.300","124.4936","17","1.0124","0.1932","-2.0211","72.0847","16.5587","334.7249","1080.0000","0.9360","119.6578","40.85116561","-80.35170164","0.0000","11562.9424"
"372.350","124.7365","17","0.9734","0.1661","-2.0972","73.0035","15.8750","334.5699","1080.0000","0.9317","125.0547","40.85116961","-80.35168204","0.0000","11564.6719"
"372.400","124.8559","17","0.9624","0.1427","-2.1468","73.6679","15.6615","334.4527","1080.0000","0.9137","126.8806","40.85117350","-80.35166228","0.0000","11566.4053"
"372.450","124.9732","17","0.9559","0.1184","-2.1979","74.3615","15.5226","334.3301","1080.0000","0.8870","128.1360","40.85117727","-80.35164250","0.0000","11568.1396"
"372.500","125.0840","17","0.9634","0.0911","-2.2537","75.1476","15.6200","334.1900","1080.0000","0.8330","127.4502","40.85118068","-80.35162260","0.0000","11569.8770"
"372.550","125.1782","17","0.9698","0.0693","-2.3028","75.9175","15.7036","334.0570","1080.0000","0.7790","126.8676","40.85118403","-80.35160266","0.0000","11571.6143"
"372.600","125.2196","17","0.9730","0.0647","-2.3303","76.6364","15.7434","333.9460","1080.0000","0.7250","126.5888","40.85118715","-80.35158261","0.0000","11573.3535"
"372.650","125.3022","17","0.9740","0.0621","-2.3619","77.3908","15.7472","333.8306","1080.0000","0.6797","126.6409","40.85119014","-80.35156252","0.0000","11575.0928"
"372.700","125.5153","17","0.9678","0.0660","-2.4060","78.2579","15.6375","333.7009","1080.0000","0.6617","127.7470","40.85119270","-80.35154235","0.0000","11576.8359"
"372.750","125.6965","17","0.9584","0.0734","-2.4467","79.1287","15.4748","333.5744","1080.0000","0.6394","129.2762","40.85119516","-80.35152211","0.0000","11578.5791"
"372.800","125.7771","17","0.9387","0.0918","-2.4765","80.0116","15.1448","333.4576","1080.0000","0.6034","132.1780","40.85119732","-80.35150171","0.0000","11580.3262"
"372.850","125.9151","17","0.9244","0.1104","-2.5062","80.8170","14.9013","333.3410","1080.0000","0.5717","134.4849","40.85119944","-80.35148126","0.0000","11582.0742"
"372.900","126.2350","17","0.9275","0.1291","-2.5353","81.3773","14.9320","333.2244","1080.0000","0.5537","134.5493","40.85120141","-80.35146064","0.0000","11583.8262"
"372.950","126.5217","17","0.9198","0.1444","-2.5622","81.9573","14.7867","333.1079","1080.0000","0.5400","136.1800","40.85120331","-80.35144001","0.0000","11585.5791"
"373.000","126.7030","17","0.8776","0.1489","-2.5820","82.5997","14.0840","332.9917","1080.0000","0.5400","143.1790","40.85120493","-80.35141933","0.0000","11587.3389"
"373.050","126.8883","17","0.8434","0.1536","-2.6082","83.2638","13.5082","332.8690","1080.0000","0.5357","149.5013","40.85120643","-80.35139863","0.0000","11589.0996"
"373.100","127.0864","17","0.8341","0.1589","-2.6546","83.9966","13.3338","332.7259","1080.0000","0.5177","151.6924","40.85120754","-80.35137786","0.0000","11590.8643"
"373.150","127.3508","17","0.8277","0.1619","-2.6949","84.7160","13.2049","332.5874","1080.0000","0.5040","153.4918","40.85120859","-80.35135703","0.0000","11592.6309"
"373.200","127.8246","17","0.8304","0.1575","-2.7160","85.3930","13.2199","332.4634","1080.0000","0.5040","153.8889","40.85120944","-80.35133603","0.0000","11594.4043"
"373.250","128.2107","17","0.8409","0.1555","-2.7302","86.0807","13.3586","332.3499","1080.0000","0.5040","152.7513","40.85121019","-80.35131500","0.0000","11596.1797"
"373.300","128.3191","17","0.8760","0.1611","-2.7231","86.8018","13.8891","332.2699","1080.0000","0.5040","147.0401","40.85121063","-80.35129388","0.0000","11597.9619"
"373.350","128.4660","17","0.9084","0.1626","-2.7156","87.5145","14.3733","332.1901","1080.0000","0.5040","142.2500","40.85121100","-80.35127272","0.0000","11599.7451"
"373.400","128.7351","17","0.9316","0.1512","-2.7072","88.2003","14.7103","332.1111","1080.0000","0.5040","139.2819","40.85121114","-80.35125141","0.0000","11601.5322"
"373.450","128.9921","17","0.9422","0.1416","-2.6966","88.9121","14.8476","332.0352","1080.0000","0.5040","138.2699","40.85121114","-80.35123009","0.0000","11603.3213"
"373.500","129.2112","17","0.9124","0.1380","-2.6790","89.7062","14.3521","331.9686","1080.0000","0.5040","143.2860","40.85121071","-80.35120877","0.0000","11605.1143"
"373.550","129.4330","17","0.8833","0.1355","-2.6590","90.4481","13.8691","331.9036","1078.8000","0.4997","148.5308","40.85121023","-80.35118740","0.0000","11606.9092"
"373.600","129.6636","17","0.8564","0.1364","-2.6310","91.0249","13.4254","331.8436","1073.8000","0.4817","153.7132","40.85120963","-80.35116593","0.0000","11608.7100"
"373.650","129.8740","17","0.8250","0.1414","-2.5981","91.6183","12.9093","331.7897","1070.0001","0.4723","160.1184","40.85120892","-80.35114445","0.0000","11610.5117"
"373.700","130.0205","17","0.7787","0.1592","-2.5497","92.2646","12.1637","331.7552","1070.0001","0.4903","170.1239","40.85120788","-80.35112296","0.0000","11612.3164"
"373.750","130.2601","17","0.7241","0.1793","-2.5041","92.8586","11.2908","331.7180","1070.0001","0.5040","183.6138","40.85120680","-80.35110142","0.0000","11614.1240"
"373.800","130.7951","17","0.6437","0.2067","-2.4673","93.2869","10.0147","331.6723","1070.0001","0.5040","207.8615","40.85120561","-80.35107976","0.0000","11615.9395"
"373.850","131.3195","17","0.5656","0.2252","-2.4336","93.6843","8.7769","331.6237","1070.0001","0.5040","238.1256","40.85120438","-80.35105806","0.0000","11617.7578"
"373.900","131.8109","17","0.4950","0.2158","-2.4100","93.9835","7.6608","331.5662","1070.0001","0.5040","273.8390","40.85120305","-80.35103628","0.0000","11619.5869"
"373.950","132.2448","17","0.4292","0.2089","-2.3803","94.2775","6.6199","331.5186","1070.0001","0.5083","317.9437","40.85120167","-80.35101447","0.0000","11621.4180"
"374.000","132.4969","17","0.3781","0.2099","-2.3313","94.5555","5.8168","331.5027","1070.0001","0.5263","362.5287","40.85120019","-80.35099259","0.0000","11623.2578"
"374.050","132.7491","17","0.3363","0.2070","-2.2868","94.8069","5.1576","331.4784","1071.2000","0.5443","409.6403","40.85119869","-80.35097070","0.0000","11625.0986"
"374.100","133.0018","17","0.3239","0.1918","-2.2571","94.9740","4.9541","331.4279","1076.2000","0.5623","427.2799","40.85119712","-80.35094878","0.0000","11626.9453"
"374.150","133.2193","17","0.3097","0.1716","-2.2287","95.1786","4.7235","331.3796","1080.0000","0.5846","448.8734","40.85119548","-80.35092686","0.0000","11628.7930"
"374.200","133.3255","17","0.2896","0.1359","-2.2045","95.5021","4.4071","331.3386","1080.0000","0.6206","481.4846","40.85119366","-80.35090493","0.0000","11630.6436"
"374.250","133.5205","17","0.2755","0.1017","-2.1782","95.8047","4.1825","331.2955","1080.0000","0.6523","508.0857","40.85119181","-80.35088298","0.0000","11632.4971"
"374.300","133.9968","17","0.2802","0.0722","-2.1451","96.0409","4.2485","331.2459","1080.0000","0.6703","501.9723","40.85118988","-80.35086093","0.0000","11634.3564"
"374.350","134.3022","17","0.2774","0.0529","-2.1209","96.2478","4.2012","331.1925","1080.0000","0.6926","508.7846","40.85118794","-80.35083893","0.0000","11636.2168"
"374.400","134.0664","17","0.2508","0.0662","-2.1245","96.3614","3.7948","331.1270","1080.0000","0.7286","562.2753","40.85118601","-80.35081704","0.0000","11638.0801"
